record_id,question
mxadol_Fl972NIJv4,"Question Details Which of the following correctly identifies the 3 most common causes of death (in order of frequency) in young people 15-19 years of age? Unintentional injury, homicide, and suicide Malignant neoplasms, unintentional injury, and suicide Suicide, congenital abnormalities, and heart disease Homicide, suicide, and congenital abnormalities Heart disease, unintentional injury, and suicide * Note: Questions cannot be answered from this view. Answer & Explanation Answer Unintentional injury, homicide, and sui Explanation b Unintentional injury, homicide, and suicide, each of which is often alcohol- or drug-related, are the 3 most common causes of death in young people 15-19 years of age. Firearm-related deaths have now surpassed motor vehicle accidents as the leading cause of unintentional injury death, not only in adolescents 15-19 years of age but also for all youths 0-19 years of age. Other causes of unintentional injury deaths include lents. poisonings, drownings, and other land transport (eg, four-wheelers) ac Factors that influence risk-taking and health-related behaviors are often acquired and consolidated during adolescence (eg, values, beliefs, attitudes, motivation, importance of family and peers). Problematic behaviors often occur in clusters, increasing the >"
mxadol_FmdXSSV15p,"Question Details 'A14-year-old female presents to the clinic with a 4-month history of intermittent lower abdominal pain and bloating. She reports that the pain is episodic, usually lasts for 12-24 hours, is moderate and crampy in nature, is typically on one side of her abdomen or the other, and worsens around the middle of her menstrual cycle. Her last period was 2 weeks ago and normal. She denies nausea, vomiting, diarrhea, urinary symptoms, vaginal discharge, or fever. She is not sexually active and uses pads for menstruation, Past medical history is otherwise unremarkable. Vital signs are normal. On physical exam, she has mild lower abdominal tenderness without rebound or guarding. Her external genitalia appear normal without lesions or discharge. Which of the following is the most likely diagnosis? Mittelschmerz Endometriosis Pelvic inflammatory disease (PID) Ovarian cyst Irritable bowel syndrome (IBS) * Note: Questions cannot be answered from this view. Answer & Explanation Answer Mittelschmerz Explanation Mittelschmerz, or ovulation pain, is the most likely diagnosis given this adolescent girl's episodic midcycle cramping. This pain is caused by normal follicular enlargement just prior to ovulation, or due to the small release of blood at the time of ovulation. The pain is typically mild, unilateral, and lasts for several hours to a couple of days."
mxadol_FUawIcsc0T,"Question Details Following contraceptive counseling, an 18-year-old nulliparous woman decides that her 1% choice for contraception is an intrauterine device (IUD). Which of the following best describes potential adverse effects of intrauterine contraception in this patient? Increased risk of uterine perforation Increased risk of uterine fibroma Increased risk of infertility if the device is not removed within 2 years of insertion Increased risk of coagulopathy Increased risk of weight gain * Note: Questions cannot be answered from this view. Answer & Explanation Answer Increased risk of uterine perforation Explanation Perforation of the uteru: a rare but serious complication that can occur during insertion of an IUD. Other risks of using an |UD include menstrual problems (more with copper than with hormonal IUDs) and IUD expulsion. IUDs do not protect against sexually transmitted infections, so regular condom use is encouraged. Currently, 2 intrauterine devices are available for placement in adolescents > 16 years of age: 1. The copper |UD-releases copper ions that are toxic to sperm following their release into the endometrium 2. The hormonal |UD-releases levonorgestrel to suppress endometrial proliferation (rendey ig the endometrial lining >"
mxadol_FV4b938HUC,"Question Details 'A14-year-old female presents to your office with abnormal uterine bleeding (AUB). She experienced menarche 6 months ago. Her hemoglobin is 10 g/dL. What is true about this patient? Menses must last > 5 days to diagnose AUB. Acycle must occur < 30 days or > 60 days apart to diagnose AUB. She is most likely having ovulatory cycles. She needs iron supplementation. Apolypis the most likely cause of her AUB. * Note: Questions cannot be answered from this view. Answer & Explanation Answer She needs iron supplementation. Explanation All females with heavy menstrual bleeding whose hemoglobin is not in the normal range require iron supplementation. This patient, with AUB and mildly low hemoglobin, needs 60 mg/day of elemental iron. For more moderate-to-severe bleeding, prescribe combined estrogen-progestin oral contraceptive pills in addition to the iron. AUB refers to menstrual bleeding of abnormal schedule, duration, or amount. AUB includes:"
mxadol_GdJqXNRmSf,"Question Details Following his arrest for loitering, a 16-year-old homeless boy is evaluated prior to entry into a therapeutic group home. He complains of fatigue, arthralgia, and myalgia. He is found to have a generalized macular and papulosquamous rash, characterized by reddish-brown, sharply demarcated lesions involving the trunk and extremities, which is especially prominent on the palms and soles. Generalized adenopathy, characterized by firm, rubbery, nontender lymph nodes, is also present. Based upon his current signs and symptoms, which of the following tests is most likely to be positive during additional evaluation? Rapid plasma reagin ELISA for Borrelia burgdorferi HBsAg IgM antibody to the Epstein-Barr viral capsid antigen Antibodies to double-stranded DNA * Note: Questions cannot be answered from this view. Answer & Explanation Answer Rapid plasma reagin Explanation Among the tests listed, the rapid plasma reagin (RPR) is most likely to be positive because he has clinical signs and symptoms consistent with secondary syphilis, caused by Treponema pallidum. Several weeks to months after the appearance of a chancre (a painless, well-demarcated ulcer typical of primary syphilis), the manifestations of secondary syphilis appear. A characteristic generalized rash, similar to that described, occurs in over 90% of >"
mxadol_GeREN7eKVI,"Question Details A.17-year-old female's parents are convinced that she has ""the mumps."" The girl also complains of a sore throat and fatigue. Physical examination reveals bilateral parotid gland enlargement. Scattered soft palate petechiae are present on examination of the oropharynx, without associated tonsillar exudate or enlargement. Dental hygiene appears poor. Several callouses and abrasions are noted on the dorsum of her hands. > Which of the following laboratory results is most likely to be identified during additional evaluation of this patient? Ke:5.. mEq/L HCO37: 16 mEq/L Cl:144 mEq/L KC: 2.4 mEq/L Na': 154 mEq/L. moa > * Note: Questions cannot be answered from this view. Answer D K*:24mEq/L Explanation Patients with recurrent vor ing-type of anorexia nervosa (AN) may suffer from hypokalemia and hypochloremic metabolic alkalosis resulting from loss of gastric hydrochloric acid, chronic dehydration, and the subsequent increase in aldosterone that promotes sodium reabsorption in exchange for K* and acid at the, distal tubule level."
mxadol_gnwl8cDcHB,"Question Details An 18-year-old female presents to her pediatrician to discuss hormonal contraception. She prefers a combined estrogen- progestin oral contraceptive. Which of the following is the most likely adverse effect of this treatment? Venous thromboembolism Ovarian cancer Dysmenorrhea Menorrhagia Hirsutism * Note: Questions cannot be answered from this view. Answer & Explanation Answer 'Venous thromboembolism iN Explanation The risk of a venous thromboembolism is increased among users of combined estrogen-progestin oral contraceptives (COCs) when compared with nonusers who are not pregnant and not taking hormones. Rates of thromboembolic events due to use of COCs remain well below those among healthy pregnant people. The relative risk of thrombosis in people taking COCs is 3- to 5- fold that of a healthy adolescent not taking COCs (0.05% per year). A history of thromboembolism is an absolute contraindication to estrogen-containing contraceptives. 'The risk of ovarian cancer is actually decreased by > 50% among patients with 2 10 years of use of COCs. The protection from owarian cancar annears ta last > 30 vaars >"
mxadol_gQFifJFbUx,"Question Details A19-year-old female presents to your office with the complaint that she has missed her period for 3months. Her menses began at 14 years of age and have been regular. She is at the 50"" percentile for BMI, which has been consistent, and reports eating a well-balanced diet. She does not do sports (only physical education class at school) and sings in choir. She denies sexual activity and has no other symptoms. No abnormalities are noted on physical exam. What test would you order to diagnose the most common cause of amenorrhea in this patient? Karyotype MRI of the sella Serum testosterone level Dual x-ray absorptiometry Pregnancy test * Note: Questions cannot be answered from this view. Answer & Explanation Answer Pregnancy test Explanation 'The patient has secondary amenorrhea, which is defined as absent menses for > 3 months in adolescents who previously had regular menstrual cycles or for 6 months in those who had irregular cycles. Pregnancy is the most common cause of secondary amenorrhea; therefore, you need to order a pregnancy test in this patient. Often, adolescents deny sexual activity, so a negative history does not preclude you from ordering a pregnancy test."
mxadol_H4eAq3dACh,"Question Details A16-year-old female presents with her parents who express concern about their daughter's weight loss. Reportedly she ""eats next to nothing most of the time"" and has lost nearly 30 pounds over a 6-month period. She appears angry and withdrawn, wearing multiple layers of baggy clothes. Her heart rate is 52 beats/minute and blood pressure is 90/65 mmHg. Which of the following clinical findings is most suggestive that she has purging behaviors in addition to restrictive eating? Facial lanugo hair Yellowish-orange discoloration of the palms Asystolic murmur associated with a midsystolic click Parotid gland enlargement Acrocyanosis associated with dependent edema * Note: Questions cannot be answered from this view. Answer & Explanation Answer Parotid gland enlargement Explanation The patient has a recent history of weight loss associated with bradycardia and hypotension. These findings, along with her physical appearance and dress, are highly suggestive of anorexia nervosa (AN). Affected individuals often wear baggy clothes, both to conceal their weight loss and because they are often cold. Self-esteem is poor, with patients often withdrawing from friends and daily activities in order to devote their full attention to what is often described as a relentless pursuit of ""thinness"" 'There are 2 types of AN-restricting and binge eating/purging. The latter category includes individuals who regularly engage in coltindured vamiting ar tha micrica nf lavatives dinratice amatice and/nr anamac 2¢ nart af their affart tn Inca waicht Darntid >"
mxadol_Hp9HKn5Zsz,"Question Details 'A19-year-old woman presents to an urgent care center with a 4-5 day history of subjective fever, cough, and intermittent abdominal pain. She attributes the pain as pregnancy-related and denies vaginal bleeding or discharge. Although she has not yet, received any prenatal care, she estimates that she is ""about 5 months along"" She is accompanied by her children and current partner; when asked to leave the room, her partner declines to do so, stating that he wants to support his wife and that their children prefer staying with both parents. As additional history is obtained, she has poor eye contact and appears defensive when asked questions. During auscultation of the heart and lungs, several bruises are noted on the left breast and upper right quadrant; no additional bruising is noted, Fundal height is just above the umbilicus; abdominal exam is otherwise unremarkable. When asked, she attributes the bruising to ""bumping herself"" while doing housework several days ago. Which of the following is the most likely cause of this patient's clinical presentation and findings on physical exam? Intimate partner violence Factitious disorder imposed on another Self-injurious behavior Acute lymphoblastic leukemia moaw> Von Willebrand disease * Note: Questions cannot be answered from this view. Answer A__ Intimate partner violence Explanation This patient presents with several risk factors for intimate partner violence, which include an inappropriate affect (defensive, poor"
mxadol_hRHpnPxZlD,"Question Details > 'A16-year-old girl with primary amenorrhea is diagnosed with congenital vaginal (miillerian) agenesis. Which of the following best describes likely associated findings in this patient? Hyperprolactinemia Coarctation of the aorta Sexual maturity rating of 5 by breasts and pubic hair Gonadal dysgenesis on transvaginal ultrasonography 'Small, whitish-gray spots on the periphery of the iris * Note: Questions cannot be answered from this view. Answer & Explanation Answer Sexual maturity rating of 5 by breasts and pubic hair Explanation Congenital vaginal agenesis (aka miillerian agenesis or Mayer-Rokitansky-Kiister-Hauser [MRKH] syndrome) is characterized by absence of the vagina with absent or variable development of the uterus due to agenesis or hypoplasia of the milllerian duct system. The external genitalia (vulva, labia majora, labia minora, and clitoris) are normal. Affected patients usually do not have menstrual periods due to the absent uterus. Often, the first noticeable sign of MRKH syndrome is that menstruation does not begin by age 16 (primary amenorrhea). Patients with MRKH syndrome have a female chromosome pattern (46,XX), normal gonadotropin levels, and normally functioning ovaries. They also have normal breast and axillary and pubic hair development. Testosterone levels are in the typical female range. Vaginal dilators and/or surgical repair usually allows for normal sexual functioning. Although patients with this condition are usually unable to carry a pregnancy, they may be able to have children -"
mxadol_HVQXPjMaT7,"Question Details During a scheduled routine health-maintenance examination, a 13-year-old boy expresses concern that his peers have all ""started to change"" while he feels that he still ""looks like a little kid."" Which of the following most accurately describes criteria for delayed puberty in males? Sexual maturity rating Stage 1 persists beyond 14 years of age. Sexual maturity rating Stage 1 persists beyond 13 years of age. Sexual maturity rating Stage 1 persists beyond 12 years of age. More than 3 years have elapsed from initiation to completion of genital growth. Sexual maturity rating Stage 2 persists for more than 1 year. * Note: Questions cannot be answered from this view. Answer & Explanation Answer Sexual maturity rating Stage 1 persists beyond 14 years of age. Explanation Delayed puberty is the absence of signs of puberty by an age that is 2 to 3 standard deviations above the mean age of onset of puberty (i.e., the age at which 97-99% of children of that sex, race and ethnicity have initiated sexual maturation). The 1* sign of puberty in males is testicular enlargement, at an average age of 11.6 years. Sexual maturity rating (SMR) stage 1 is characterized by prepubertal genitalia on physical exam; delayed puberty in boys is defined as the absence of testicular enlargement (persistence of prepubertal genitalia) by 14 years of age. Pubertal changes are highly variable from adolescent to adolescent, including the age of pubertal onset and the duration of time hove Adnlacrents whn meet eritaria for delaved hetwean individiial saval maturity ratines Piiharty lasts an average nf 5 vaar"
mxadol_hWHuq4cW5j,"Question Details After returning from spending the weekend with her father, an 11-year-old female is brought by her mother to the emergency "" department after she noticed a grayish-white stain on her underpants. The patient denies any abuse, but the mother remains concerned because her former husband has a history of drug use and ""seems to have people in and out of his house at all hours of the night."" During the physical examination, a wet prep of vaginal secretions is obtained, which reveals numerous lactobacilli and few polymorphonuclear leukocytes. Which of the following additional findings is most likely to be present during additional evaluation of this patient? Vaginal pH of > 4.5 Granular and stippled epithelial cells with indistinct borders on wet prep Budding yeast on wet prep Vaginal pH of < 4.0-4.5 Pear-shaped organisms with motile flagella on wet prep * Not Juestions cannot be answered from this view. Answer & Explanation Answer Vaginal pH of < 4.0-4.5 Explanation 'The patient has typical findings of physiologic leukorrhea, which represents a normal increase in vaginal secretions occurring 6-12 months prior to the onset of menses. A wet prep typically reveals normal-appearing epithelial cells, numerous lactobacilli, and few: if any polymorphonuclear cells."
mxadol_i5fzOfqr19,"Question Details A17-year-old sexually active female presents with a 48-hour history of bilateral lower abdominal pain and vaginal discharge. Her past medical history is significant for a chlamydial infection last year. On exam, she has a fever of 39.4 °C (103.0 °F) and appears uncomfortable climbing onto the exam table. You suspect pelvic inflammatory disease (PID). Which of the following best describes the minimal diagnostic criteria for this disease when an adolescent presents with lower abdominal and/or pelvic pain with no other identified cause? Oral temperature of > 38.9 °C (102.0 °F), CBC with WBC = 12,000/mm®, and cervical motion tenderness Both cervical motion and adnexal tenderness Cervical motion, uterine, or adnexal tenderness Oral temperature of > 38.9 °C (102.0 °F), and cervical motion, uterine, or adnexal tenderness Both cervical motion and adnexal tenderness and oral temperature of = 38.9 °C (102.0°F) or CBC with WBC > 12,000/mm? * Note: Questions cannot be answered from this view. Answer & Explanation Answer Cervical motion, uterine, or adnexal tenderness Explanation The minimal diagnostic criteria for PID are pelvic and/or lower abdominal pain with no other identified cause and at least 1 of the following 3 minimum clinical criteria are present on pelvic examination: cervical mot adnexal tenderness. n tenderness, uterine tenderness, or Additional findings that support the diagnosis include an oral temperature > 38.3 °C (101.0 °F), a mucopurulent cervical and/or"
mxadol_IAPgo0WUyG,"Question Details An 18-year-old college freshman presents to her primary care physician for a routine health evaluation. Her only complaint is 'occasional mild heartburn after eating spicy food. Her medical history is significant for seasonal allergic rhinitis and a recent head injury during a motor vehicle accident. She is sexually active and is taking ethinyl estradiol and norethindrone for contraception. 'She is wondering if she should use a second method of contraception if she needs to take certain medications in the future. For which of the following medications is this intervention recommended? Carbamazepine Amoxicillin Cetirizine Famotidine Clotrimazole * Note: Questions cannot be answered from this view. Answer & Explanation Answer b Carbamazepine Explanation Carbamazepine, an antiseizure medication, is a strong inducer of CYP3A4, which can reduce the serum concentration of hormonal contraceptives. Therefore, it's advisable for patients to use either a different form of contraception or a back-up method during administration of this drug. The back-up method must be continued for 28 days after carbamazepine is discontinued. In general, any drug that increases liver microsomal enzyme activity accelerates the metabolism of combined oral contraceptives (COCS). Other antiseizure medications that can reduce the efficacy of COCs include oxcarbazepine, phenytoin, topiramate, felbamate,"
mxadol_IdrLGbW9mz,"Question Details An 18-year-old college freshman presents with a 12-hour history of right testicular pain. He denies any preceding trauma. Associated symptoms include urinary frequency and dysuria, He denies urethral discharge. He is sexually active with multiple female partners with inconsistent condom use. He denies having sex with other men. Physical examination reveals slight scrotal 'edema associated with a swollen tender epididymis. Which of the following represents the most appropriate treatment? A. Ceftriaxone plus doxycycline © Ciprofloxacin plus metronidazole C Ciprofloxacin plus azithromycin D_ Cefixime plus azithromycin © Ceftriaxone * Note: Questions cannot be answered from this view. Answer A Ceftriaxone plus doxycycline Explanation The patient has is usually caused by Chlamydia trachomatis and/or Neisseria gonorrhoeae. The first-line treatment regimen when the most likely cause is chlamydia or gonorrhea includes 1 dose of ceftriaxone (500 mg IM; 1 g for weight 2 150 kg) plus doxycycline (100 mg PO bid x 10 days). Patients with epididymitis may complain of acute or subacute onset of testicular pain. Associated symptoms include urinary i"
mxadol_IiCqIt9DKC,"Question Details A14-year-old female comes to your office for dysmenorrhea (a.k.a. menstrual cramps). She started her period 5 months ago and has her period every 30 days. She does not take any medications except for occasional ibuprofen when she has really bad cramps. What is true for patients with this disorder? Begin treatment with nonsteroidal antiinflammatory drugs before the onset of symptoms for best results. Dysmenorrhea is due to increased production of tissue plasminogen activator (tPA). About 1/3 of female adolescents experience dysmenorrhea. Most adolescents require oral contraceptive pills to relieve dysmenorrhea. Most adolescents with dysmenorrhea require a pelvic exam. * Note: Questions cannot be answered from this view. Answer & Explanation Answer Begin treatment with nonsteroidal antiinflammatory drugs before the onset of symptoms for best results. Explanation Nonsteroidal antiinflammatory drugs (NSAIDs) alleviate menstrual cramping and associated systemic symptoms by inhi prostaglandin synthesis. It also has antiinflammatory and analgesic properties. If symptoms commonly occur and are predictable during the cycle, it is best to begin treatment before the onset of symptoms. This patient has regular cycles, so taking NSAIDs 1-2 days prior to menses will offer better results by preventing the accumulation of prostaglandins. tPAas the cause of dysmenorrhea is incorrect. The enzyme tPA is responsible for clot dissolution (fibrinolysis) in hemostasis by catalyzing the conversion of plasminogen to plasmin, which breaks down fibrin and fibrinogen, dissolving the clot. Dysmenorrhea 1p from the serratary andametrinim hefnre menses which carises vasncanctrictinn and muscular ig due to nrastaclandin nenduie"
mxadol_jaZOFTkC7T,"Question Details A3-week-old girl presents for evaluation the day after arriving in the U.S. with her adoptive parents. Following her birth, she was cared for in an orphanage. No information is available regarding her birth mother or the course of her mother's pregnancy. On physical examination, the patient is well below the 3° percentile for length, weight, and head circumference. Physical findings include icteric sclera, diffuse lymphadenopathy, hepatosplenomegaly, mucocutaneous lesions, and a rash consisting of reddish papulosquamous plaques that cover the trunk and extremities (including the hands and feet). Which of the following is the most appropriate treatment for this patient? Aqueous penicillin G Cefotaxime and vancomycin Ampicillin and cefotaxime Ampicillin and gentamicin Vancomycin and gentamicin * Not Juestions cannot be answered from this view. Answer & Explanation Answer Aqueous penicillin G Explanation The patient has clinical findings consistent Usth early congenital syphilis. 1 of 2 acceptable 10-day penicillin regimens is appropriate for the treatment of congenital syphilis: * Aqueous penicillin G 50,000 units/kg intravenously (IV) every 12 hours (for infants < 7 days of age) and every 8 hours (for"
mxadol_JjwLEXQxBH,"Question Details 'An 18-year-old male who is intoxicated and experiencing homelessness is transported to the emergency department for observation and treatment for alcohol withdrawal. On physical examination, numerous pale, bluish 0.5-to 1-cm macules are noted over the lower abdomen, proximal thighs, and buttocks. The patient complains of intense itching in the involved areas. This finding is most likely related to which of the following? Hepatomegaly Elevated prothrombin time/partial thromboplastin time Pediculosis Illicit drug use Intentional cigarette burns due to self-mutilation * Note: Questions cannot be answered from this view. Answer & Explanation Answer Pediculosis Explanation Prolonged infestation with pediculosis pubis (a.k.a. pubic lice) may be associated with widespread pale bluish 0.5-1.cm macules located over the lower abdomen, proximal thighs, and/or buttocks. Known as maculae caeruleae, they represent feeding sites of the louse and are thought to be the result of anticoagulant activity after injection of saliva during feeding. The louse is usually transmitted during sexual contact; transmission via contact with contaminated towels or linens is less common. Following a louse bite, pruritus-which is likely a hypersensitivity reaction-becomes intense. Pubic hairs and hairs of the abdomen, thighs, and axilla may all be noted to have lice or nits located along the hair shafts. Lice appear as small, grayish-tan insects; nits are more yellowish- >"
mxadol_K2ro6qxagb,"Question Details During a scheduled well-child examination, the parents of 10-year-old twins-a boy and a girl-inquire about the onset of pubertal changes in their children. Which of the following most accurately describes expected pubertal growth parameters? 'The age of onset of increased growth velocity is similar in both boys and girls. The peak height velocity occurs at a mean of 11.5 years in girls. Lean body mass increases from 50% to 60% in boys. Pubertal growth accounts for about 10% of final adult height. Growth during the year of peak height velocity averages 6.5 cm/year in girls. * Note: Questions cannot be answered from this view. Answer & Explanation Answer The peak height velocit 'occurs at a mean of 11.5 years in girls. Explanation Peak height velocity occurs at a mean of 11.5 years in girls and 13.5 years in boys. During peak height velocity, girls grow an average of 8.3 cm/year, while boys grow an average of 9.5 cm/year. Height velocity begins to increase at about 9 years of age in girls and 11 years of age in boys. During puberty, girls average a 27-29 cm increase in height, while boys average a 30-31 cm increase. Pubertal growth accounts for 17-18% of final adult height in both sexes. The average growth spurt lasts 2-3 years. Epiphyseal closure occurs 2 years later in boys as compared to girls, thus accounting for the majority of the average difference in height (12-13 cm) between the two sexes. >"
mxadol_KHLfAN6zgU,"Question Details During a scheduled health supervision visit, the mother of a 10-year-old girl questions when she can expect her daughter's ""growth spurt"" to occur. During which of the following sexual maturity ratings (SMR) is the peak height velocity most likely to occur in girls? SMR 1-2 SMR 2-3 SMR 3-4 SMR4-5 6 months after the onset of menses * Note: Questions cannot be answered from this view. Answer & Explanation Answer SMR 2-3 Explanation Peak height velocity (PHV) usually occurs in girls during SMR 2-3 at a mean age of 11.5 years. In boys, PHV occurs during SMR 3- 4.ata mean age of 13.5 years. SMR 1 is prepubertal; puberty in females starts with SMR 2 breast and pubic hair development, which is characterized by breast budding (elevation of the papilla and enlargement of the areola diameter) and sparse straight hair along the lateral vulva. SMR 3 breast and pubic hair development are characterized by enlargement of the breast without separation of areolar contour from the breast and darker, coarser, and curlier hair extending over the mid pubis. Peak height velocity occurs relatively early in female ic annrnwimataly 2 vears aftar the start of"
mxadol_kMcPfkUKPj,"Question Details The parents of a 15-year-old girl, who has an IQ of 61, request that their daughter be placed on birth control because they fear she is at risk of becoming pregnant as a result of her limited intelligence and impulsive behavior. The decision is made to routinely administer intramuscular injections of depot medroxyprogesterone acetate (DMPA). Which of the following is most likely to occur with this treatment? Decreased bone mineral density Nonceliac gluten sensitivity Ovarian cysts Weight loss Autoimmune hepatitis * Note: Questions cannot be answered from this view. Answer & Explanation Answer Decreased bone mineral density Explanation bb The FDA has issued a boxed warning about decreased bone mineral density with use of medroxyprogesterone. This adverse effect may not be completely reversible. The warning states that it's unknown whether use of medroxyprogesterone during adolescence or early adulthood will reduce peak bone mass and increase the risk for osteoporotic fracture in later life. The reduction in bone mass is delayed, starting after 1 year of treatment; changes are most significant within the first 2 years of treatment. Risk is greatest for parenteral forms of the drug, in adolescents, young adults, and women > 50 years of age, longer duration of use, and current use (as opposed to past use). Recommendations state that DMPA should generally not be used in adolescents for any."
mxadol_ks1ObkNKV8,"Question Details An 18-year-old female college freshman is distraught because she is ""close to flunking out of school."" She relates her academic difficulties directly to the fact that she is ""dysfunctional"" for at least a week before and during each of her menstrual periods. She describes difficulty concentrating, extreme irritability, episodes of feeling hopeless and overwhelmed, and marked anxiety, as well as associated breast tenderness and bloating. In addition to lifestyle modifications and mental/behavioral health care, which of the following is most likely to lead to improvement of this patient's complaints? Levothyroxine 100 mcg daily Fluoxetine 20 mg daily Spironolactone 25 mg twice daily beginning at the onset of and throughout the menstrual period Alprazolam 0.25 mgat bedtime Buspirone 7.5 mg twice daily * Note: Questions cannot be answered from this view. Answer & Explanation Answer Fluoxetine 20 mg daily Explanation The patient has complaints consistent with premenstrual dysphoric disorder (PMDD), thought to affect approximately 5% of adolescents. The selective serotonin reuptake inhibitors (SSRIs) fluoxetine, sertraline, and controlled-release paroxetine are U.S. FDA (Food and Drug Administration) approved for treatment of PMDD. All selective serotonin reuptake inhibitors (SSRIs) have been found to be effective in reducing symptoms."
mxadol_KUut6HFnm1,"Question Details A7-year-old female is seen in your clinic with a complaint of a red swollen but painless sore near her genitals. Upon inspection, you find a clean-appearing ulcer with a nonexudative base and slightly elevated indurated borders indicative of syphilis. Follow- up serological tests confirm the diagnosis of syphilis. Aside from appropriate treatment and follow up at 6 and 12 months, what is the appropriate course of action, if any? Respect the patient's and family's rights to confidentiality; no additional reporting is required. 'Observe the patient's and family's rights to confidentiality to the extent possible but also contact child protective services to report the infection, Observe the patient's and family's rights to confidentiality to the extent possible but also contact both child protective services and the state health department to report the infection. Observe the patient's and family's rights to confidentiality to the extent possible but also contact the state health department to report the infection. Observe the patient's and family's rights to confidentiality to the extent possible but also contact a contract research organization (CRO) to see if they have a clinical trial the patient could be enrolled in. * Note: Questions cannot be answered from this view. Answer & Explanation Answer & (Observe the patient's and family's rights to confidentiality to the extent possible but also contact both child protective services and the state health department to report the infection."
mxadol_L7qTfahE7v,"Question Details 17-year-old female presents to the emergency department with the complaint of a swollen left knee and right wrist for 1 week; she reports that pain in several other joints has recently resolved. She has never had this happen before and denies any trauma, travel, fever, rash, headache, or sick contacts. She admits to having unprotected sex with her boyfriend of 3 months. She is currently menstruating. On physical exam, temperature is 37.9 °C (100.2 °F), blood pressure 118/72 mm Hg, pulse rate 96 bpm, and respiration rate 12 breaths/minute. Skin exam is notable for several pustules on the extensor surface of the right forearm. On genitourinary exam, there is mucopurulent vaginal discharge with a nongravid uterus. There are no adnexal masses. Musculoskeletal exam reveals effusions of the left knee and right wrist and tenderness along multiple tendons of the fingers and along the left Achilles tendon. Which of the following tests is expected to give the greatest yield in identifying the cause of this patient's condition? Culture of pustular contents Nucleic acid amplification testing of endocervical swab specimen Blood culture Urine culture Synovial fluid culture * Not Juestions cannot be answered from this view. Answer & Explanation b Nucleic acid amplification testing of endocervical swab specimen Answer Explanation >"
mxadol_lfdGVM6oNB,"Question Details A15-year-old girl states that she continues to miss 1-2 days of school each month because of nausea, abdominal pain, and cramping associated with the onset of her menstrual period. She began menarche at 13 years of age. She reports regular periods for the last 9 months, lasting for 5-7 days. She denies associated urinary symptoms, vaginal discharge, or bleeding during any other portion of the menstrual cycle. She is not sexually active. Which one of the followings the best next step in the treatment of this patient? Pelvic ultrasound Acetaminophen at the onset of each menstrual period, continued for 2-3 days Ibuprofen just prior to the onset of each menstrual period, continued for 2-3 days TSH and free T. thyroid tests Plasma von Willebrand factor antigen, plasma von Willebrand factor activity, and Factor 8 activity tests * Note: Questions cannot be answered from this view. Answer & Explanation Answer Ibuprofen just prior to the onset of each menstrual period, continued for 2-3 days Explanation The patient has a typical history of primary dysmenorrhea, common in the adolescent age group. Dysmenorrhea is caused by the release of prostaglandins from the secretory endometrium during the first 2-3 days of menstruation, leading to myometrial contractions, increased intrauterine pressure, and localized vasoconstriction. Both pain and associated symptoms (e.g., malaise and fatigue, headache, nausea and vomiting, diarrhea, low back/thigh pain) can lead to missed days at school. Anovulatory cycles are not associated with dysmenorrhea because prostaglandin levels are far lower in the absence of ovulation. As such, many cycles"
mxadol_lFllu0Uiyh,"Question Details 'An 18-year-old homeless male who recently arrived in the U.S. from India presents with a genital ulcer; Wright stain reveals multiple rod-shaped, oval organisms within the cytoplasm of mononuclear phagocytes. He reports multiple sexual partners both prior to and after arriving in the US. Which of the following is the most likely etiology of this patient's findings? Treponema pallidum Haemophilus ducreyi Herpes simplex virus 2 Klebsiella granulomatis Chlamydia trachomatis * Note: Questions cannot be answered from this view. Answer & Explanation Answer Klebsiella granulomatis Explanation Findings on Wright stain are consistent with Donovan bodies, characterized by deep-purple intracellular inclusions, which represent encapsulated gram-negative rods of Klebsiella granulomatis (formerly Calymmatobacterium granulomatis)-the cause of granuloma inguinale (Donovanosis). Rare in the U. this disorder is more often identified sporadically in India, South Africa, and South America. Initial genital lesions may be either single or multiple and are characterized by subcutaneous nodules, which progress to form painless, vascular, friable, enithamatnnie eraniilamatane icare with raicad rallad marsine Ivmnhadananath ic lace camman with aranilama inevinala"
mxadol_LOLkGTqNQr,"Question Details Asexually active 17-year-old female complains of a malodorous, grayish-white vaginal discharge for the last several days. The vaginal pH is 5.0. A wet mount KOH test is positive for a ""fishy"" odor; motile trichomonads are not present on wet mount. Which of the following is most likely to be identified during additional evaluation of this patient? Intense inflammation of the vaginal walls Predominance of vaginal epithelial cells covered with adherent refractile bacteria on wet prep specimen Large numbers of leukocytes on Gram stain of vaginal discharge Punctate hemorrhages on the vagina and cervix moa > Pseudohyphae and budding yeast on wet prep specimens * Note: Questions cannot be answered from this view. Answer 8 Predominance of vaginal epithelial cells covered with adherent refractile bacteria on wet prep specimen Explanation The correct answer describes clue cells-vaginal epithelial cells with a stippled membrane covered with adherent bacteria, a finding consistent with bacterial vaginosis (BV). At least 3 of the following 4 are required for the diagnosis of BV: 1. Clue cells make up 2 20% of vaginal epithelial cells on a wet prep specimen. 2. Vaginal pH > 4.5 (normal: 3.5-4.5) 3.Anamine (""fishy"") odor precedes or follows the addition of 10% potassium hydroxide to the vaginal discharge."
